patternSignature,patternReadable,currentEligible,manual31ColumnCount,manual65PatternCount,lpColumnCount,positiveLpActivity,coveredResidualOrders,coveredResidualQuantity,coverageScarcity,missingResidualWidths,wastePerCar,targetResidualWastePerCar,wasteFit,demandDualUpperBound,lpPoolDensityRank,orderCoverageFrontierRank,lpDualWeightedRank
"4390|550x1,790x1,860x1,1090x1,1100x1","{550=1, 790=1, 860=1, 1090=1, 1100=1} @4390mm (pw=4390, util=100.0%)","true","0","0","0","0.000000000","18","314","0.075409782","0","210","228.466257669","0.051370942","1.807814878",,"122","37848"
"4370|600x2,1015x2,1140x1","{600=2, 1015=2, 1140=1} @4370mm (pw=4370, util=100.0%)","false","0","0","0","0.000000000","2","6","0.001676446","2","230","228.466257669","0.394673123","4.513831719",,"48142","123"
"4390|1070x2,1125x2","{1070=2, 1125=2} @4390mm (pw=4390, util=100.0%)","false","0","0","2","0.000000000","1","6","0.001757469","1","210","228.466257669","0.051370942","1.326748992","123","47513","48732"
"4400|980x1,1000x1,1100x1,1320x1","{980=1, 1000=1, 1100=1, 1320=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","27","318","0.075393458","1","200","228.466257669","0.033937123","2.918125744",,"123","8950"
"4320|780x1,840x3,1015x1","{780=1, 840=3, 1015=1} @4320mm (pw=4315, util=99.9%)","false","0","0","0","0.000000000","4","9","0.001187178","2","285","228.466257669","0.017381105","4.507088104",,"51400","124"
"4360|970x1,1090x1,1100x1,1200x1","{970=1, 1090=1, 1100=1, 1200=1} @4360mm (pw=4360, util=100.0%)","true","0","0","0","0.000000000","19","297","0.075368727","0","240","228.466257669","0.079784630","1.605834060",,"124","43085"
"4390|550x3,1260x1,1480x1","{550=3, 1260=1, 1480=1} @4390mm (pw=4390, util=100.0%)","true","0","0","2","0.000000000","5","30","0.006933481","0","210","228.466257669","0.051370942","2.680230623","124","25366","13629"
"4340|840x1,860x1,1320x2","{840=1, 860=1, 1320=2} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","5","13","0.001746306","1","260","228.466257669","0.030737318","4.506100603",,"47742","125"
"4390|980x1,1060x1,1100x1,1250x1","{980=1, 1060=1, 1100=1, 1250=1} @4390mm (pw=4390, util=100.0%)","true","0","0","0","0.000000000","21","311","0.075344053","0","210","228.466257669","0.051370942","2.122742821",,"125","28612"
"4400|550x3,840x1,910x1,1000x1","{550=3, 840=1, 910=1, 1000=1} @4400mm (pw=4400, util=100.0%)","false","0","0","2","0.000000000","13","51","0.007842298","1","200","228.466257669","0.033937123","1.844733625","125","23719","36785"
"4370|1030x1,1090x1,1100x1,1150x1","{1030=1, 1090=1, 1100=1, 1150=1} @4370mm (pw=4370, util=100.0%)","false","0","0","0","0.000000000","17","293","0.075342064","1","230","228.466257669","0.394673123","1.787076718",,"126","38445"
"4400|1015x1,1050x1,1080x1,1250x1","{1015=1, 1050=1, 1080=1, 1250=1} @4400mm (pw=4395, util=99.9%)","false","0","0","0","0.000000000","2","10","0.002991575","2","205","228.466257669","0.040872618","4.503029438",,"39581","126"
"4360|1020x1,1090x1,1100x1,1150x1","{1020=1, 1090=1, 1100=1, 1150=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","17","293","0.075342064","1","240","228.466257669","0.079784630","1.335774684",,"127","48589"
"4380|1015x2,1130x1,1220x1","{1015=2, 1130=1, 1220=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","3","9","0.002680195","1","220","228.466257669","0.105638367","4.502335418",,"41830","127"
"4400|980x1,1100x2,1220x1","{980=1, 1100=2, 1220=1} @4400mm (pw=4400, util=100.0%)","true","0","0","2","0.000000000","20","293","0.070812581","0","200","228.466257669","0.033937123","2.463961889","127","518","18831"
"4310|760x3,1015x2","{760=3, 1015=2} @4310mm (pw=4310, util=100.0%)","false","0","0","1","0.000000000","2","12","0.001256018","1","290","228.466257669","0.015991367","4.499125429","161","50315","128"
"4360|1015x1,1090x1,1100x1,1150x1","{1015=1, 1090=1, 1100=1, 1150=1} @4360mm (pw=4355, util=99.9%)","false","0","0","0","0.000000000","17","293","0.075342064","1","245","228.466257669","0.057032890","2.634904165",,"128","14638"
"4350|1010x1,1090x1,1100x1,1150x1","{1010=1, 1090=1, 1100=1, 1150=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","17","293","0.075342064","1","250","228.466257669","0.044377893","1.399892864",,"129","47518"
"4360|550x1,900x1,970x3","{550=1, 900=1, 970=3} @4360mm (pw=4360, util=100.0%)","false","0","1","1","1.000000000","4","25","0.003029498","1","240","228.466257669","0.079784630","1.832745126","129","39075","37125"
"4370|1080x3,1125x1","{1080=3, 1125=1} @4370mm (pw=4365, util=99.9%)","false","0","0","0","0.000000000","1","6","0.001757469","1","235","228.466257669","0.132736156","4.495773790",,"47510","129"
"4300|1000x1,1080x2,1140x1","{1000=1, 1080=2, 1140=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","10","35","0.007562381","1","300","228.466257669","0.013786687","4.492532853",,"24148","130"
"4300|960x1,1090x1,1100x1,1150x1","{960=1, 1090=1, 1100=1, 1150=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","17","293","0.075342064","1","300","228.466257669","0.013786687","1.549623747",,"130","44451"
"4370|1000x2,1100x1,1270x1","{1000=2, 1100=1, 1270=1} @4370mm (pw=4370, util=100.0%)","true","0","3","1","1.000000000","21","248","0.063006820","0","230","228.466257669","0.394673123","1.930490774","130","1007","34255"
"4330|850x1,1080x2,1320x1","{850=1, 1080=2, 1320=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","4","89","0.012087464","2","270","228.466257669","0.023510746","4.492250429",,"20312","131"
"4340|600x1,760x1,790x1,1090x1,1100x1","{600=1, 760=1, 790=1, 1090=1, 1100=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","18","309","0.075337488","1","260","228.466257669","0.030737318","1.737488351",,"131","39762"
"4380|980x2,1100x1,1320x1","{980=2, 1100=1, 1320=1} @4380mm (pw=4380, util=100.0%)","false","0","1","1","1.000000000","19","289","0.069507524","1","220","228.466257669","0.105638367","2.873254749","131","671","9699"
"4330|1030x1,1080x2,1140x1","{1030=1, 1080=2, 1140=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","2","6","0.001676446","2","270","228.466257669","0.023510746","4.491326086",,"48176","132"
"4330|860x1,1090x1,1100x1,1280x1","{860=1, 1090=1, 1100=1, 1280=1} @4330mm (pw=4330, util=100.0%)","true","0","0","0","0.000000000","17","293","0.075243423","0","270","228.466257669","0.023510746","2.082370818",,"132","29757"
"4390|1015x1,1125x3","{1015=1, 1125=3} @4390mm (pw=4390, util=100.0%)","false","0","1","1","1.000000000","1","6","0.001757469","1","210","228.466257669","0.051370942","2.125715510","132","47512","28546"
"4330|840x1,1090x1,1100x1,1300x1","{840=1, 1090=1, 1100=1, 1300=1} @4330mm (pw=4330, util=100.0%)","true","0","0","0","0.000000000","20","296","0.075194383","0","270","228.466257669","0.023510746","2.052628361",,"133","30635"
"4360|1060x1,1080x2,1140x1","{1060=1, 1080=2, 1140=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","3","22","0.005441152","1","240","228.466257669","0.079784630","4.490149232",,"28889","133"
"4390|1050x1,1100x2,1140x1","{1050=1, 1100=2, 1140=1} @4390mm (pw=4390, util=100.0%)","true","0","0","1","1.000000000","15","222","0.057207223","0","210","228.466257669","0.051370942","2.728931417","133","2216","12630"
"4340|550x1,740x1,1015x3","{550=1, 740=1, 1015=3} @4340mm (pw=4335, util=99.9%)","false","0","0","0","0.000000000","1","13","0.000769185","2","265","228.466257669","0.026642694","4.489551478",,"52357","134"
"4360|850x1,1100x1,1150x1,1260x1","{850=1, 1100=1, 1150=1, 1260=1} @4360mm (pw=4360, util=100.0%)","true","0","0","0","0.000000000","21","327","0.075159182","0","240","228.466257669","0.079784630","2.001218453",,"134","32160"
"4370|1050x1,1090x1,1100x1,1125x1","{1050=1, 1090=1, 1100=1, 1125=1} @4370mm (pw=4365, util=99.9%)","true","0","0","0","0.000000000","17","293","0.075158873","0","235","228.466257669","0.132736156","1.970666819",,"135","33057"
"4380|780x1,840x3,1080x1","{780=1, 840=3, 1080=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","4","9","0.001187178","2","220","228.466257669","0.105638367","4.487988942",,"51339","135"
"4390|550x3,870x1,890x1,980x1","{550=3, 870=1, 890=1, 980=1} @4390mm (pw=4390, util=100.0%)","false","0","0","1","0.942533983","8","90","0.015665684","2","210","228.466257669","0.051370942","2.130511445","135","15582","28409"
"4300|860x1,1090x1,1100x1,1250x1","{860=1, 1090=1, 1100=1, 1250=1} @4300mm (pw=4300, util=100.0%)","true","0","0","0","0.000000000","17","293","0.075112603","0","300","228.466257669","0.013786687","2.155927939",,"136","27629"
"4320|760x1,840x2,860x1,1015x1","{760=1, 840=2, 860=1, 1015=1} @4320mm (pw=4315, util=99.9%)","false","0","0","0","0.000000000","7","25","0.003002325","1","285","228.466257669","0.017381105","4.487223012",,"39471","136"
"4400|1050x1,1100x1,1125x2","{1050=1, 1100=1, 1125=2} @4400mm (pw=4400, util=100.0%)","true","0","0","1","0.761085993","14","222","0.057288246","0","200","228.466257669","0.033937123","1.793409701","136","2195","38266"
"4300|1010x2,1140x2","{1010=2, 1140=2} @4300mm (pw=4300, util=100.0%)","false","0","0","1","0.750000000","2","6","0.001676446","1","300","228.466257669","0.013786687","2.517931952","137","48138","17465"
"4400|550x1,870x1,950x1,1015x2","{550=1, 870=1, 950=1, 1015=2} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","1","13","0.000769185","3","200","228.466257669","0.033937123","4.483269234",,"52693","137"
"4320|600x1,780x1,840x1,1015x1,1080x1","{600=1, 780=1, 840=1, 1015=1, 1080=1} @4320mm (pw=4315, util=99.9%)","false","0","0","0","0.000000000","4","9","0.001187178","4","285","228.466257669","0.017381105","4.482604901",,"51883","138"
"4340|950x2,1220x2","{950=2, 1220=2} @4340mm (pw=4340, util=100.0%)","false","0","0","1","0.738914007","1","4","0.001305057","1","260","228.466257669","0.030737318","4.088964018","138","50101","478"
"4370|980x1,1030x1,1100x1,1260x1","{980=1, 1030=1, 1100=1, 1260=1} @4370mm (pw=4370, util=100.0%)","false","0","0","0","0.000000000","22","305","0.075107804","1","230","228.466257669","0.394673123","2.483112906",,"138","18357"
"4300|860x1,1080x1,1140x1,1220x1","{860=1, 1080=1, 1140=1, 1220=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","4","14","0.003540631","1","300","228.466257669","0.013786687","4.480940502",,"36508","139"
"4360|980x1,1020x1,1100x1,1260x1","{980=1, 1020=1, 1100=1, 1260=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","22","305","0.075107804","1","240","228.466257669","0.079784630","2.031810873",,"139","31244"
"4380|850x1,970x1,1280x2","{850=1, 970=1, 1280=2} @4380mm (pw=4380, util=100.0%)","true","0","0","1","0.533648253","8","107","0.016550420","0","220","228.466257669","0.105638367","1.916090504","139","14062","34675"
"4360|980x1,1015x1,1100x1,1260x1","{980=1, 1015=1, 1100=1, 1260=1} @4360mm (pw=4355, util=99.9%)","false","0","0","0","0.000000000","22","305","0.075107804","1","245","228.466257669","0.057032890","3.330940353",,"140","3824"
"4380|760x3,1015x1,1080x1","{760=3, 1015=1, 1080=1} @4380mm (pw=4375, util=99.9%)","false","0","0","0","0.000000000","2","12","0.001256018","2","225","228.466257669","0.223901099","4.480026267",,"50324","140"
"4400|1060x1,1100x2,1140x1","{1060=1, 1100=2, 1140=1} @4400mm (pw=4400, util=100.0%)","true","0","0","1","0.500000000","15","234","0.060052177","0","200","228.466257669","0.033937123","2.323474060","140","1382","22680"
"4300|840x1,1100x2,1260x1","{840=1, 1100=2, 1260=1} @4300mm (pw=4300, util=100.0%)","true","0","0","1","0.500000000","19","237","0.061398484","0","300","228.466257669","0.013786687","2.546385443","141","1169","16810"
"4350|980x1,1010x1,1100x1,1260x1","{980=1, 1010=1, 1100=1, 1260=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","22","305","0.075107804","1","250","228.466257669","0.044377893","2.095929052",,"141","29389"
"4380|600x1,860x1,890x1,1015x2","{600=1, 860=1, 890=1, 1015=2} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","1","4","0.000559128","3","220","228.466257669","0.105638367","4.478500309",,"53964","141"
"4300|960x1,980x1,1100x1,1260x1","{960=1, 980=1, 1100=1, 1260=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","22","305","0.075107804","1","300","228.466257669","0.013786687","2.245659935",,"142","24918"
"4320|1015x2,1030x1,1260x1","{1015=2, 1030=1, 1260=1} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","3","16","0.005600280","2","280","228.466257669","0.019035385","4.477041328",,"28450","142"
"4380|1000x2,1100x1,1280x1","{1000=2, 1100=1, 1280=1} @4380mm (pw=4380, util=100.0%)","true","0","0","1","0.442533983","21","247","0.062699603","0","220","228.466257669","0.105638367","2.096440316","142","1031","29371"
"4310|850x2,1130x1,1480x1","{850=2, 1130=1, 1480=1} @4310mm (pw=4310, util=100.0%)","true","0","0","1","0.250000000","7","95","0.014026618","0","290","228.466257669","0.015991367","2.109452201","143","18234","28954"
"4350|1015x2,1060x1,1260x1","{1015=2, 1060=1, 1260=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","4","32","0.009364986","1","250","228.466257669","0.044377893","4.475864474",,"21800","143"
"4380|1050x1,1090x1,1100x1,1140x1","{1050=1, 1090=1, 1100=1, 1140=1} @4380mm (pw=4380, util=100.0%)","true","0","0","0","0.000000000","18","293","0.075077850","0","220","228.466257669","0.105638367","2.794947399",,"143","11242"
"4320|1050x2,1080x1,1140x1","{1050=2, 1080=1, 1140=1} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","3","10","0.002596198","1","280","228.466257669","0.019035385","4.471158807",,"42159","144"
"4360|550x1,760x1,860x1,1090x1,1100x1","{550=1, 760=1, 860=1, 1090=1, 1100=1} @4360mm (pw=4360, util=100.0%)","true","0","0","0","0.000000000","19","312","0.075065983","0","240","228.466257669","0.079784630","2.181094402",,"144","26857"
"4360|980x2,1200x2","{980=2, 1200=2} @4360mm (pw=4360, util=100.0%)","true","0","0","1","0.200752708","8","79","0.015523261","0","240","228.466257669","0.079784630","1.685992814","144","16118","41104"
"4370|910x1,1090x1,1100x1,1270x1","{910=1, 1090=1, 1100=1, 1270=1} @4370mm (pw=4370, util=100.0%)","false","0","0","0","0.000000000","16","290","0.074991512","1","230","228.466257669","0.394673123","1.145624077",,"145","51264"
"4380|1050x1,1100x2,1130x1","{1050=1, 1100=2, 1130=1} @4380mm (pw=4380, util=100.0%)","true","0","0","1","0.119457004","15","221","0.056905914","0","220","228.466257669","0.105638367","2.060337079","145","2408","30383"
"4400|550x1,740x1,1015x2,1080x1","{550=1, 740=1, 1015=2, 1080=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","1","13","0.000769185","3","200","228.466257669","0.033937123","4.470452316",,"52686","145"
"4340|980x2,1100x1,1280x1","{980=2, 1100=1, 1280=1} @4340mm (pw=4340, util=100.0%)","true","0","0","1","0.086216207","20","295","0.071710167","0","260","228.466257669","0.030737318","2.006698326","146","413","32007"
"4360|900x1,1090x1,1100x1,1270x1","{900=1, 1090=1, 1100=1, 1270=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","16","290","0.074991512","1","240","228.466257669","0.079784630","1.145624077",,"146","51265"
"4390|1000x1,1015x1,1050x1,1320x1","{1000=1, 1015=1, 1050=1, 1320=1} @4390mm (pw=4385, util=99.9%)","false","0","0","0","0.000000000","9","33","0.006805686","2","215","228.466257669","0.069126378","4.468507222",,"25586","146"
"4340|950x1,1100x2,1190x1","{950=1, 1100=2, 1190=1} @4340mm (pw=4340, util=100.0%)","false","0","0","1","0.067873325","13","216","0.055842552","1","260","228.466257669","0.030737318","1.855731558","147","3225","36434"
"4350|890x1,1090x1,1100x1,1270x1","{890=1, 1090=1, 1100=1, 1270=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","16","290","0.074991512","1","250","228.466257669","0.044377893","1.680869032",,"147","41229"
"4380|760x1,840x2,860x1,1080x1","{760=1, 840=2, 860=1, 1080=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","7","25","0.003002325","1","220","228.466257669","0.105638367","4.468123850",,"39460","147"
"4300|950x1,1050x1,1080x1,1220x1","{950=1, 1050=1, 1080=1, 1220=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","2","8","0.002224809","2","300","228.466257669","0.013786687","4.465210483",,"44765","148"
"4310|550x3,600x1,980x1,1080x1","{550=3, 600=1, 980=1, 1080=1} @4310mm (pw=4310, util=100.0%)","false","0","0","1","0.057466017","8","90","0.015665684","2","290","228.466257669","0.015991367","2.643456880","148","15642","14463"
"4400|940x1,1090x1,1100x1,1270x1","{940=1, 1090=1, 1100=1, 1270=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","16","290","0.074991512","1","200","228.466257669","0.033937123","1.145624077",,"148","51266"
"4330|870x1,1090x1,1100x1,1270x1","{870=1, 1090=1, 1100=1, 1270=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","16","290","0.074991512","1","270","228.466257669","0.023510746","1.809105391",,"149","37814"
"4350|600x1,840x2,1015x1,1050x1","{600=1, 840=2, 1015=1, 1050=1} @4350mm (pw=4345, util=99.9%)","false","0","0","0","0.000000000","5","13","0.002106930","2","255","228.466257669","0.036319073","4.465066119",,"45611","149"
"4370|550x3,600x1,870x1,1250x1","{550=3, 600=1, 870=1, 1250=1} @4370mm (pw=4370, util=100.0%)","false","0","0","1","0.057466017","2","19","0.002841008","2","230","228.466257669","0.394673123","1.974768125","149","40896","32942"
"4380|600x1,780x1,840x1,1080x2","{600=1, 780=1, 840=1, 1080=2} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","4","9","0.001187178","3","220","228.466257669","0.105638367","4.463505739",,"51454","150"
"4390|550x3,600x1,890x1,1250x1","{550=3, 600=1, 890=1, 1250=1} @4390mm (pw=4390, util=100.0%)","false","0","0","1","0.057466017","2","19","0.002841008","2","210","228.466257669","0.051370942","1.846531766","150","40914","36742"
"4390|600x1,760x1,840x1,1090x1,1100x1","{600=1, 760=1, 840=1, 1090=1, 1100=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","21","304","0.074924849","1","210","228.466257669","0.051370942","2.440261712",,"150","19485"
"4320|550x1,790x2,1090x1,1100x1","{550=1, 790=2, 1090=1, 1100=1} @4320mm (pw=4320, util=100.0%)","true","0","0","0","0.000000000","17","310","0.074850654","0","280","228.466257669","0.019035385","1.202321772",,"151","50595"
"4320|760x4,1280x1","{760=4, 1280=1} @4320mm (pw=4320, util=100.0%)","true","0","0","1","0.047635528","3","18","0.003458662","0","280","228.466257669","0.019035385","2.721391018","151","36946","12803"
"4370|890x1,1015x1,1140x1,1320x1","{890=1, 1015=1, 1140=1, 1320=1} @4370mm (pw=4365, util=99.9%)","false","0","0","0","0.000000000","2","6","0.001676446","3","235","228.466257669","0.132736156","4.462835208",,"48207","151"
"4320|600x1,760x1,860x1,1015x1,1080x1","{600=1, 760=1, 860=1, 1015=1, 1080=1} @4320mm (pw=4315, util=99.9%)","false","0","0","0","0.000000000","3","16","0.001815146","3","285","228.466257669","0.017381105","4.462739809",,"47408","152"
